N,P,K,ph,temperature,rainfall,humidity,label
30,63,16,5.5259045260000015,23.60506572,100.5978728,21.90539577,kidneybeans
37,70,25,5.819403771,19.73136909,84.06354115,24.89487354,kidneybeans
27,63,19,5.562201934,20.93409877,133.1914419,21.1893007,kidneybeans
22,60,24,5.630664753,18.78226261,104.2570723,20.24768314,kidneybeans
3,72,24,6.03160778,36.51268371,122.6539694,57.92887167,pigeonpeas
40,59,23,5.269084669,36.89163721,163.7266551,62.73178224,pigeonpeas
33,73,23,5.985792703,29.23540524,103.3301803,59.38967583,pigeonpeas
27,57,24,6.09186275,27.33534897,142.33036769999995,43.35795962,pigeonpeas
10,79,18,5.624731337999999,21.0643684,184.6226709,55.46985938,pigeonpeas
30,75,25,6.446091759,30.33276599,149.299952,42.35249879,pigeonpeas
40,70,20,5.623490042999999,31.80130272,147.03614419999997,45.03186173,pigeonpeas
38,55,19,5.864623352000001,33.18184225,198.8298806,38.23184742,pigeonpeas
35,58,20,5.761702519,29.38538562,90.05422663,63.47742011,pigeonpeas
38,61,21,4.696518678,30.27374995,127.7767134,67.38680755,pigeonpeas
33,58,24,5.269504214,35.45790488,108.6333046,68.75810535,pigeonpeas
16,56,17,7.445444882999999,33.80020039,176.6165894,40.03262418,pigeonpeas
31,72,17,5.833031707999999,28.69180475,96.36222901,49.47225353,pigeonpeas
16,80,20,7.3393209289999986,31.24021696,122.0146733,56.67369054,pigeonpeas
27,72,17,6.347929353,28.98039357,120.7435664,57.23265151,pigeonpeas
40,62,19,4.697750704,27.32198928,96.51524028,34.13737127,pigeonpeas
18,58,16,4.962661422,21.47607807,180.382234,38.80023714,pigeonpeas
3,68,16,4.964887857,18.31910448,107.4721605,34.69776639,pigeonpeas
26,67,24,5.642813116,36.97794384,161.48129630000003,37.73992903,pigeonpeas
16,70,20,5.6093956,24.80467592,121.5639121,40.1242747,pigeonpeas
24,63,19,4.681576043,19.3479443,194.5921148,55.96805489,pigeonpeas
9,76,25,5.70951224,28.88302142,179.2155874,50.12323801,pigeonpeas
16,55,19,6.413543781,19.54314136,192.4372194,47.19188279,pigeonpeas
28,75,21,6.007508163,24.7741949,114.2821387,50.54621094,pigeonpeas
16,71,24,4.946369874,18.33124824,139.64833169999997,38.40975482,pigeonpeas
24,70,21,5.517208078,19.14729038,132.7748215,45.3733757,pigeonpeas
38,72,21,5.902103172,28.23416057,186.5008581,49.4421345,pigeonpeas
9,66,21,5.719889876,30.11812084,157.0858232,34.13307843,pigeonpeas
34,56,17,4.548202098,33.4126864,139.6702541,35.42910045,pigeonpeas
1,76,19,6.6695294160000005,24.18553163,177.3377996,46.68746847,pigeonpeas
6,69,19,4.7509292180000005,26.88630675,94.46748008,41.69617915,pigeonpeas
26,73,21,4.946263888,31.33170829,161.7820226,57.97429171,pigeonpeas
27,61,18,5.266227032,33.30711818,108.5090168,67.07780816,pigeonpeas
27,71,23,7.10959773,23.45379018,150.87122019999995,46.48714759,pigeonpeas
36,61,21,5.617008201,34.53823889,168.5948318,39.04468913,pigeonpeas
17,73,18,5.632353113,19.50112224,197.3752649,34.51086611,pigeonpeas
26,72,22,4.674941549,28.76794904,91.72084869,37.57792132,pigeonpeas
17,64,16,7.161797643,30.97758716,180.716828,32.24914235,pigeonpeas
14,74,19,6.624966131,18.39759147,93.12330644,36.82639309,pigeonpeas
39,60,15,5.004074623999999,35.09357419,116.9106908,30.98685456,pigeonpeas
6,66,15,6.3458060110000005,34.93174223,159.2649827,30.40046769,pigeonpeas
8,59,18,6.216814453,29.50523036,187.8961851,35.72032498,pigeonpeas
2,67,18,5.921666758,34.51934775,129.0064612,47.52980027,pigeonpeas
1,76,17,6.012719118,28.43430726,147.0414824,52.10010827,pigeonpeas
16,73,19,4.684079249,18.41645629,163.27474730000003,34.80541039,pigeonpeas
23,75,25,7.077170002000001,31.07508973,91.31256412,47.19847683,pigeonpeas
32,70,20,6.208843215,20.89342749,195.5697875,46.24856523,pigeonpeas
28,59,22,7.05181629,30.90607799,170.99198280000005,52.79913039,pigeonpeas
5,62,23,4.722222454,27.9348279,145.3728801,66.45457122,pigeonpeas
36,67,25,6.418062652000001,35.95176642,136.0456753,36.52780776,pigeonpeas
1,66,23,4.803564468,19.54317155,173.1686574,56.92831399,pigeonpeas
24,73,20,4.608695247,19.63736208,176.4134092,32.31528909,pigeonpeas
17,67,18,5.611510977000001,31.2192752,129.20286529999998,56.46868874,pigeonpeas
5,55,18,7.322097972000001,33.50876355,126.6738117,45.70976142,pigeonpeas
5,56,24,5.023115055,24.80710166,188.4928637,45.01110015,pigeonpeas
37,77,17,5.617122801,36.20970524,191.0658531,31.94550613,pigeonpeas
13,73,20,5.391560417999999,30.50420876,162.59277230000004,35.48885969,pigeonpeas
6,63,23,5.906596905,26.01630259,160.33374469999995,49.94704718,pigeonpeas
16,77,22,6.574209678,31.48469278,100.546816,35.6395615,pigeonpeas
25,64,20,4.807776748999999,33.15122581,105.03802749999998,32.45974539,pigeonpeas
34,75,24,4.760038038999999,23.50222822,192.3023991,51.29019509,pigeonpeas
20,77,23,5.180271502,34.87248659,148.25027859999997,38.83786012,pigeonpeas
35,80,25,4.895927306,28.09269012,197.1144011,44.93322042,pigeonpeas
14,75,24,6.436160044,24.54757829,118.3606557,57.3414485,pigeonpeas
36,80,21,7.066087261,33.64769646,100.4673278,48.41490082,pigeonpeas
7,77,18,6.655918077999999,20.5591255,191.0895109,60.54880693,pigeonpeas
29,78,25,5.982854522999999,19.95991719,195.787103,59.33157782,pigeonpeas
30,60,21,5.457871272999999,28.87667593,182.2688175,62.4901206,pigeonpeas
20,74,16,4.759490199,36.04353699,159.8938645,43.61444121,pigeonpeas
19,57,23,7.342409555,23.6734328,141.12507219999995,47.2879691,pigeonpeas
3,60,19,4.820788186000001,25.74679443,100.7791633,40.7192594,pigeonpeas
5,77,19,6.242052013,31.08564994,175.9303271,66.68832981,pigeonpeas
5,68,20,5.001038726,18.72987676,139.8710041,61.33186249,pigeonpeas
37,73,21,5.560224582999999,29.50304807,189.5208915,63.46513414,pigeonpeas
9,59,24,4.747352458,20.43517772,137.22796619999997,39.37252634,pigeonpeas
20,72,15,7.313517308,36.00415838,134.8596466,56.01334416,pigeonpeas
31,56,23,5.661826398,31.46846241,174.5723999,35.39454002,pigeonpeas
0,70,21,4.672437054,36.30049702,101.6073988,56.03021253,pigeonpeas
21,74,15,6.471862118,29.49096726,153.2504506,67.10604388,pigeonpeas
13,67,18,5.384762927000001,30.5753044,177.5764304,34.75591197,pigeonpeas
27,74,20,5.8598134160000015,24.69487673,91.95792434,59.96669215,pigeonpeas
29,72,24,6.962386495,23.17409556,162.5931264,36.67847052,pigeonpeas
5,68,20,6.12166671,19.04380471,155.3705624,33.10695144,pigeonpeas
39,57,19,6.421748487,29.32379604,165.4113371,45.93248374,pigeonpeas
22,62,16,4.828936119,34.6455408,180.9009998,54.32342534,pigeonpeas
18,55,23,6.98571967,21.9989826,136.82743119999998,56.31006755,pigeonpeas
39,77,21,4.603563116,22.99774444,159.689339,60.24218572,pigeonpeas
13,75,20,6.979540061,30.55992394,178.8998611,35.29006485,pigeonpeas
27,71,24,7.064973419,31.46417866,165.40535400000005,48.17631461,pigeonpeas
26,64,22,5.16516459,25.95058595,109.1821183,40.58227261,pigeonpeas
23,55,16,5.111488821,21.01142393,185.2039114,69.69141302,pigeonpeas
4,69,19,5.374358869,19.25100056,149.063196,47.70351758,pigeonpeas
20,67,19,5.671419084,19.24462755,180.6465282,50.54495302,pigeonpeas
7,74,17,5.667419697000001,22.47253208,96.74706956,62.56532471,pigeonpeas
17,64,18,6.07938452,36.75087487,124.6028153,58.25799145,pigeonpeas
35,71,17,6.931924962999999,29.89286629,198.1403003,66.35375127,pigeonpeas
11,72,22,6.842744374,29.37735586,172.40168,44.82294584,pigeonpeas
20,60,22,6.876572502999999,29.65052947,186.9226052,42.89833235,pigeonpeas
10,71,18,6.151029296,19.54284889,173.11069819999997,66.34777265,pigeonpeas
33,61,24,4.567446499,20.04611791,122.4564203,48.93905624,pigeonpeas
3,49,18,3.692863601,27.91095209,32.67891866,64.70930606,mothbeans
22,59,23,4.371745575,27.32220619,36.5037914,51.27868781,mothbeans
36,58,25,8.399135957999999,28.66024187,36.92629678,59.3189118,mothbeans
4,43,18,8.840656256,29.02955344,72.98016599,61.09387478,mothbeans
29,54,16,8.153022903,27.78031515,32.05025323,54.65030015,mothbeans
32,43,22,5.270749441,31.99928579,71.6266696,54.1077461,mothbeans
14,55,15,8.050304395,27.33580911,73.44775287,55.27755933,mothbeans
5,35,20,9.679240873,28.92952635,66.35634104,53.57014709,mothbeans
25,57,24,6.974978386,27.65472156,36.94255012,58.59986279,mothbeans
11,53,24,7.39389918,28.52396666,61.32935611,55.77264351,mothbeans
40,49,17,6.68727523,31.02215872,53.56783314,45.89239456,mothbeans
38,56,25,7.88118645,25.74095321,67.43488235,45.38497051,mothbeans
27,43,23,5.875333778,31.70447482,44.94317432,56.85420099,mothbeans
24,38,22,8.202706015,24.47876451,34.96933295,58.51663927,mothbeans
23,45,21,8.985348193,31.46511256,74.44330654,51.79939437,mothbeans
29,57,20,5.87707519,25.60973447,53.39249517,50.7330069,mothbeans
31,35,23,7.707595055,30.30260453,68.04039813,47.18283631,mothbeans
0,55,25,4.524171562,28.17489437,45.78172762,43.6672299,mothbeans
7,45,22,9.926212291,25.50634557,74.32635105,44.8302551,mothbeans
17,58,25,6.455592696,31.12896766,32.76742894,43.58788762,mothbeans
11,44,17,8.016210782,26.34043268,35.1051197,55.59160391,mothbeans
22,49,22,3.71105919,28.23494706,72.66666443,61.5620517,mothbeans
9,51,19,5.49091063,27.04453473,48.25207759,49.32609633,mothbeans
28,48,15,9.254089438,25.16125354,40.89732789,55.25435777,mothbeans
26,50,19,6.005242945,27.3179125,32.55919573,51.66921088,mothbeans
36,56,20,7.437078236,25.4123765,31.87416982,49.66474269,mothbeans
8,60,18,3.808429173,31.21629982,53.1205277,46.01868196,mothbeans
24,37,21,5.818219385,30.573999,62.74803826,58.22686794,mothbeans
22,43,24,4.52363558,25.42517036,46.19374559,53.22082660000001,mothbeans
36,43,24,3.510404312,27.09400578,41.53749535,43.65305437,mothbeans
22,44,24,6.030447288,24.30935081,58.99536268,56.32938343,mothbeans
17,43,22,5.498340807999999,30.06142622,41.0550915,45.90067655,mothbeans
8,45,15,4.61136408,28.09568993,33.84110759,60.98353839999999,mothbeans
7,56,23,5.545219232000001,26.33908791,55.50429227,40.00933429,mothbeans
36,57,16,8.292875733999999,28.61409059,57.02891698,57.14218792,mothbeans
11,45,19,3.828031463,28.70012137,44.11622138,44.359648,mothbeans
6,36,22,8.869532817,24.21610338,42.24783476,59.79236306,mothbeans
17,57,20,3.793575185,28.50677929,66.1761456,45.20094476,mothbeans
4,47,20,4.193189124,25.97948991,72.19245835,64.95585424,mothbeans
9,49,16,7.661537347999999,30.88482722,55.053805,41.36561835,mothbeans
25,51,24,9.392694614,25.5042419,65.07981523,61.66852372,mothbeans
36,44,21,4.516154055,25.12528913,38.48678973,51.33189406,mothbeans
21,38,20,5.794289715,27.10508014,62.20279647,63.56791363,mothbeans
37,57,20,7.354286985,31.1006247,70.79934452,44.82069159,mothbeans
32,48,18,5.993513566,26.45707778,64.16167699,56.40226277,mothbeans
29,44,20,8.620107545,30.04132304,31.83192392,63.56222995,mothbeans
25,51,18,9.45949344,27.77799528,50.28438729,54.82130787,mothbeans
10,44,24,8.0344125,30.99256944,58.27600682,43.02151392,mothbeans
23,35,18,5.414492777,26.4908332,36.99362831,47.36534833,mothbeans
9,60,23,6.2760043360000015,31.96987867,64.25520357,57.17377029,mothbeans
3,58,21,9.160691747000001,25.36140526,55.60523179,46.82652785,mothbeans
22,42,22,7.887658711,25.54249137,48.46797044,56.96640758,mothbeans
12,39,21,8.183844843,28.99319096,70.4713043,62.85948245,mothbeans
39,36,22,9.072011412,29.34317422,34.03335472,60.50320928,mothbeans
32,41,16,7.702287236,28.63618921,68.54877876,61.39451307,mothbeans
30,41,15,5.88509677,24.83206631,52.0810886,44.17085032,mothbeans
19,36,22,6.16496284,25.44689075,57.04826619,58.55363573,mothbeans
4,46,15,3.504752314,31.01274943,63.77192383,62.40392519,mothbeans
21,39,20,7.388007482999999,27.06179658,60.74583498,52.3003173,mothbeans
35,57,25,8.340398059,27.0956288,71.12710390000002,42.26206161,mothbeans
22,55,24,8.66077954,28.56800579,64.53027638,57.30636014,mothbeans
35,51,17,3.558822825,28.79929247,40.85534718,49.84213387,mothbeans
17,56,17,5.9565851,27.94293692,69.66289997,45.41393636,mothbeans
28,57,17,9.416003106,30.47757686,61.86633917,61.58245338,mothbeans
22,36,16,8.18422855,30.58139475,64.58559639,50.77148138,mothbeans
11,41,19,5.131779302,26.85911286,44.13827124,41.81420849,mothbeans
38,38,18,6.294130312999999,26.31051759,35.73403813,61.18749126,mothbeans
23,37,24,7.991902443,28.77833449,33.95825723,44.2252605,mothbeans
25,35,20,8.923095695,28.90245417,71.90018566,43.35365671,mothbeans
40,45,20,6.878498176,29.37687468,38.34303462,57.69622912,mothbeans
23,58,19,5.243634848999999,24.17093241,59.18953429,58.25204566,mothbeans
2,56,23,7.550090941,26.65333029,36.91852635,59.79023382,mothbeans
3,56,17,8.709291687999999,28.19912143,52.13580529,53.50567601,mothbeans
26,51,25,7.792508067999999,28.76488954,55.21606732,52.62741529,mothbeans
39,42,20,8.055908857999999,29.3499706,40.82840673,61.25353851,mothbeans
27,59,20,4.397698806,28.00937423,36.01203025,52.60950014,mothbeans
24,45,19,5.9523849570000005,26.85851927,34.7426459,48.8246387,mothbeans
7,40,17,8.532078732999999,31.2123945,53.78769958,40.92604945,mothbeans
15,45,23,7.224193642,24.20422636,46.0203959,61.43378674,mothbeans
26,52,23,4.931890506,29.98835437,52.92929636,49.60384796,mothbeans
20,45,16,4.626212446,29.93964907,45.43669946,54.61813464,mothbeans
34,54,24,5.026003659,31.2119298,68.80141783,41.55934359,mothbeans
19,51,25,3.5253661,26.80474415,43.87801983,48.23991436,mothbeans
29,41,21,8.86979671,31.49398069,64.56807592,62.84916863,mothbeans
20,50,22,9.406887532999999,30.99694676,38.31597852,46.42693735,mothbeans
11,40,23,5.80428611,29.61253065,50.1978269,63.04749127,mothbeans
15,54,15,8.35495812,29.97604322,44.86052932,57.03184356,mothbeans
35,55,22,8.634929739,30.88883074,55.51932414,52.62696801,mothbeans
9,59,25,7.699200949,30.39321309,35.37493212,60.16299493,mothbeans
40,45,18,5.261285926,30.43683729,30.92014047,55.20522037,mothbeans
35,38,19,9.112771682,25.32688786,32.71129281,63.18180319,mothbeans
14,58,17,4.605700542,30.53684308,33.48919022,59.96664731,mothbeans
40,55,18,7.115994051,30.38257873,47.95406479,40.5926071,mothbeans
18,36,23,7.214078621,24.01825377,35.03404425,53.76623369,mothbeans
35,52,15,9.93509073,28.69841277,65.67591794,61.14754363,mothbeans
4,59,22,8.914074888,29.33743412,42.44054315,49.00323081,mothbeans
22,51,16,8.639586199,27.96583691,70.10472076,61.34900107,mothbeans
33,47,17,8.621514073,24.86803974,63.9187654,48.27531965,mothbeans
2,51,17,5.838508699,25.87682261,38.53254678,45.96341933,mothbeans
16,51,21,3.532008668,31.01963639,32.81296548,49.97675220000001,mothbeans
19,55,20,7.18530147,27.43329405,54.73367631,87.80507732,mungbean
8,54,20,7.034214276,28.3340432,38.7976407,80.77275974,mungbean
36,55,20,6.635968697999999,27.01470397,55.296354,84.34262707,mungbean
10,56,16,6.828187498999998,28.17432665,36.35720652,81.04554836,mungbean
22,56,17,6.89077995,29.87888063,44.75215854,87.32761241,mungbean
9,57,24,7.165121108999998,29.89232778,42.99498978,89.71503316,mungbean
34,59,23,6.935804256,28.56212158,56.48265193,83.24855855,mungbean
31,51,25,7.196774236,27.53592929,53.01899249,85.57019009999998,mungbean
0,49,18,6.990095452,29.68361658,41.82490236,87.93598094,mungbean
21,39,20,7.064782137999999,28.14448546,46.75690086,82.1193047,mungbean
28,35,22,7.156563094,29.53037621,59.87232071,86.73346018,mungbean
17,52,17,6.364967184,27.88352946,44.64407105,86.45147631,mungbean
24,42,23,6.428054409,28.22471276,44.01206619,82.35916228,mungbean
28,46,16,6.664187809,29.008124,45.91011391,84.96089355,mungbean
21,38,21,6.637677489,29.75538903,37.54602719,86.45193297,mungbean
34,60,25,6.79385576,29.78416743,40.77872823,85.16906976,mungbean
19,53,22,6.852884642999999,27.8640132,42.83053902,80.4513142,mungbean
31,58,15,7.121571293,27.11026483,51.52617423,84.96771717,mungbean
19,35,24,6.883308033,27.11030369,49.11964582,83.64274107,mungbean
24,53,17,6.421271178,28.95451232,57.65901369,89.07866095,mungbean
13,47,20,6.54450214,29.21780035,43.1386631,87.93724219,mungbean
31,53,16,6.452006451,28.7420098,48.54598575,85.81675947,mungbean
28,45,23,6.489259136,29.65021184,56.76278363,80.29868321,mungbean
31,37,21,6.713410626,27.23924995,37.31236904,86.404241,mungbean
33,60,15,6.510840928,28.95172351,56.51103293,81.67085323,mungbean
34,45,21,6.2873801170000005,28.18837136,37.01110438,82.60629652,mungbean
13,57,25,6.86308576,28.30041493,50.47333854,86.20681554,mungbean
33,57,17,6.78415271,27.89636126,57.79863368,88.71782287,mungbean
32,57,22,6.769415887999999,28.6899851,44.56598352,87.50436797,mungbean
23,59,25,6.320768488,27.826262300000003,56.68833819,88.73100226,mungbean
35,41,18,6.7050085039999985,28.70562673,59.87065439,81.59200689,mungbean
6,48,24,6.790736339,28.6362812,48.48319335,84.61431076,mungbean
29,36,25,7.130278657000001,28.28511547,48.56690235,88.4393979,mungbean
4,36,22,7.012740397000001,27.60887393,43.80041104,86.13316408,mungbean
10,59,22,7.1556850160000005,28.60901145,36.94616965,86.99495766,mungbean
14,48,21,6.991242362,29.24598976,53.43228915,84.80084105,mungbean
8,50,21,6.218923893,28.62911222,50.49913241,89.11480590000002,mungbean
20,40,15,7.199495367999999,29.57329479,45.04467075,88.07505524,mungbean
36,43,22,6.3898821660000005,27.82684262,58.37249772,87.16679147,mungbean
14,57,15,6.623438282,29.8757015,40.12044158,83.14796296,mungbean
11,60,23,7.033012777000001,27.33684386,51.09802625,88.50229102,mungbean
10,59,15,6.32400451,29.83040388,58.86687093,89.30428305,mungbean
7,60,25,6.397636709,28.2753171,56.04995423,82.76020821,mungbean
2,47,15,6.401455706,29.86860065,58.41394143,85.99127934,mungbean
20,45,22,6.904587016,29.5888162,54.96121262,89.9939693,mungbean
2,39,15,6.478557136,28.07219563,49.61865305,82.9116472,mungbean
27,40,24,7.063022095,27.84026517,52.84626009,89.99615558,mungbean
35,48,15,6.981758362000001,27.10818093,55.03723979,87.45126690000002,mungbean
4,59,25,6.227134139,27.68515114,54.62243308,81.94268594,mungbean
1,48,24,6.232836962,29.34594634,59.03629954,85.60472562,mungbean
36,43,21,7.140437859,28.36319404,52.93031105,84.8593608,mungbean
11,46,24,6.459252023,27.65280218,56.52558045,89.80650642,mungbean
34,47,19,6.5687954039999985,27.31372793,53.15223123,85.44815232,mungbean
21,44,18,7.12851089,27.06909959,50.46746116,86.89934108,mungbean
17,58,20,6.42937879,28.06642822,39.23831035,85.91625451,mungbean
25,40,21,6.248900919,27.73329078,44.17580911,81.13903037,mungbean
2,38,18,6.619891497999999,27.53632932,45.48591922,89.92908171,mungbean
9,48,20,6.377568542000001,29.66461594,56.09542002,84.28187572,mungbean
37,49,25,6.415459592,29.914544300000006,41.39081525,85.85384444,mungbean
36,38,15,6.3206620120000006,28.36363858,57.99524359,87.59810657,mungbean
40,58,15,6.978400282000001,29.46416042,43.15411472,87.60890009,mungbean
30,44,16,6.442335592999999,29.73013036,50.91511275,82.89166381,mungbean
1,59,23,7.184398832,27.46852989,43.78420984,87.17649,mungbean
9,48,22,6.402926221,27.77076285,49.50812624,87.09979549,mungbean
14,41,17,7.085982325,29.12939524,36.45012824,88.48312598,mungbean
35,52,19,6.698574085,27.10606808,37.45680611,89.89593328,mungbean
31,48,17,6.594739424,28.88078945,53.79732545,86.94206817,mungbean
4,41,20,6.647965508,28.14720892,37.44800463,83.8001509,mungbean
30,37,25,7.120032489,29.89129144,54.7960127,80.14487166,mungbean
9,35,20,6.91380932,27.41503453,40.53173216,80.98004661,mungbean
20,41,20,7.073048264,29.27308605,50.9246554,89.4875022,mungbean
37,50,23,6.5304707,29.65296893,56.01913159,88.48587386,mungbean
34,35,21,6.684381357,28.44524991,58.18713162,82.67639542,mungbean
14,37,15,6.581351374,27.96235681,48.9366954,83.97586797,mungbean
23,39,22,6.86483915,29.25649321,42.02483277,81.97952224,mungbean
5,45,21,6.487124217000001,28.36291385,43.05130077,88.00989267,mungbean
22,37,20,6.605733067999999,27.62749466,39.26137642,86.49366929,mungbean
40,51,17,6.860602782000001,28.66086349,50.01534317,86.12194568,mungbean
27,56,20,6.41874299,29.2114218,51.53848218,87.11497805,mungbean
31,40,22,6.365513634,29.40889385,53.35486977,86.16063492,mungbean
38,36,21,6.5563729660000005,28.02952623,36.12042927,84.8845732,mungbean
6,37,17,6.760694227999999,28.08657178,38.14476781,80.35005927,mungbean
6,47,18,6.715276662999999,29.16174608,40.16545979,80.28038146,mungbean
24,44,17,6.666380512000001,29.8596912,50.66487502,80.03499648,mungbean
25,59,19,6.626629798,29.06631494,43.95183726,83.6869203,mungbean
32,56,21,6.702772465,27.38538997,58.29933073,88.66663953,mungbean
8,45,18,7.011030515,27.93034941,43.25095608,85.42058715,mungbean
19,39,17,6.890156495,29.2808618,44.47427436,81.8009244,mungbean
39,37,15,6.821747052,28.9973145,59.84499208,83.78911515,mungbean
33,37,19,7.183189922,27.92678579,43.4826194,86.5543196,mungbean
26,54,17,6.27258822,28.5474135,49.4897245,88.9570454,mungbean
21,51,15,6.679127482,29.36488409,48.30159325,89.1886954,mungbean
22,54,20,6.689825155,28.56149805,41.013132,83.63802195,mungbean
29,45,16,6.583381939,28.43683487,43.12063289,87.91332682,mungbean
4,40,21,6.725551062,28.79728147,44.30070517,80.45744422,mungbean
10,37,22,7.0697478139999985,28.7275267,58.52974279,89.12760359,mungbean
4,44,19,6.921993877999999,27.95639663,43.25726752,83.52706038,mungbean
20,45,17,6.770955317,28.17458662,37.2464655,83.69659318,mungbean
23,45,23,6.983130466,28.77653519,56.12443206,86.69133979,mungbean
25,48,21,6.267684328,28.438097,52.55469976,83.48991368,mungbean
56,79,15,7.454532137,29.48439992,71.89090748,63.19915325,blackgram
25,62,21,7.040056094,26.73433965,67.15096376,68.13999721,blackgram
42,61,22,7.418650668,26.27274407,70.23207557,62.28814857,blackgram
42,73,25,6.501869314,34.03679184,73.23573601,67.21113844,blackgram
44,58,18,6.814410927999999,28.03644051,72.49507741,65.06601664,blackgram
50,55,16,7.581442888,28.81460716,62.26242533,65.33538112,blackgram
35,72,21,7.741418772,34.03619494,66.85510868,64.28791388,blackgram
30,64,20,6.573531614,33.8642935,68.02199825,61.57072498,blackgram
27,64,21,7.543804222999999,32.84213012,73.67166182,68.68401492,blackgram
50,74,17,6.5408208,27.10053268,73.84949872,63.36085585,blackgram
39,73,24,7.22405917,25.65842532,69.28607828,61.18235808,blackgram
57,67,25,7.551364319,32.34744009,64.55882254,66.61452812,blackgram
52,63,19,6.928898659,29.58949031,67.53021213,68.32176769,blackgram
55,66,22,7.747775262999999,30.91219459,66.63830637,68.79427388,blackgram
51,56,18,6.706505915,28.12787838,70.86340755,64.2097765,blackgram
36,66,15,6.668238556,30.08545364,67.1367443,69.34811988,blackgram
59,55,19,7.332375138,31.74379487,68.97097538,62.51007687,blackgram
50,58,23,7.596802025,27.81326852,69.75555541,62.50460464,blackgram
30,65,25,7.70650895,32.88733849,71.50569456,64.59457409,blackgram
20,62,18,7.366542647,29.36358721,61.91208707,64.98742947,blackgram
58,71,15,6.919243702,27.82592799,74.01229707,67.58618829999999,blackgram
25,71,24,7.187721817999999,28.49538735,74.91559514,60.44848407,blackgram
52,71,16,7.0758864720000005,27.74274761,71.78615328,68.53997144,blackgram
40,63,18,6.74441168,30.41588462,63.02473185,67.66323804,blackgram
20,60,25,6.726469087999999,27.3254209,61.19250859,69.09047809,blackgram
48,61,21,6.628264883,30.28496619,65.62859526,61.69295127,blackgram
49,68,22,7.127064207,28.56840626,63.49726331,61.53278622,blackgram
48,62,15,7.538631462000001,25.36586097,65.81655892,66.6379724,blackgram
32,66,17,7.162357641,34.9466155,70.1415139,65.26774011,blackgram
21,63,22,6.859409487000001,25.09737391,74.61649888,67.72837887,blackgram
20,72,19,7.397190844,32.47648301,65.82045699999999,64.34848735,blackgram
25,65,21,6.880245789,33.86351172,69.24464096,68.59232289,blackgram
41,78,21,6.581313137,25.19857725,70.88787207,60.37332688,blackgram
53,67,17,7.296972161,31.77681682,61.46892873,69.01852894,blackgram
39,60,21,6.97297656,34.89814946,64.72797143,63.59948557,blackgram
25,76,17,7.241148507,31.74105409,62.3061735,68.63525428,blackgram
21,78,19,6.92009048,27.16159076,69.85112265,66.76017239,blackgram
57,60,17,7.504608385,26.23773129,73.58663968,67.88521396,blackgram
56,75,15,7.152272256,30.20157245,66.37171179,60.06534859,blackgram
49,72,15,7.137004749,31.55846339,74.86960831,67.83563765,blackgram
24,80,19,6.8080417220000005,29.67892453,65.66436565,69.0854554,blackgram
49,76,18,7.393631868,27.05365239,60.4693835,67.7017527,blackgram
28,68,19,7.69950698,34.63880966,72.43169115,61.38597868,blackgram
55,78,21,6.6028882489999985,33.39438752,63.57445989,62.93692886,blackgram
50,64,25,6.734447425,28.84079155,70.25496749,63.37230676,blackgram
34,80,19,6.521217963,31.49338309,71.48327008,63.0563645,blackgram
20,68,23,7.707332484,25.54960633,63.1830529,63.95425534,blackgram
55,67,16,6.596719015,34.37329112,70.27184748,69.69366426,blackgram
23,70,15,7.403623355,34.600824700000004,60.41790253,63.11296779,blackgram
53,74,15,7.517097,29.43463808,72.17818157,64.94329356,blackgram
26,67,16,7.17620823,29.10713092,67.83345933,67.90577375,blackgram
33,80,22,6.593961761,28.57006111,70.0866434,65.71765781,blackgram
37,79,19,7.143942758,27.54384835,69.40878198,69.3478631,blackgram
33,75,21,6.690655045,33.04687968,62.30278274,68.93875631,blackgram
22,55,20,7.423530351,33.95309131,61.16350463,69.96100028,blackgram
20,68,17,6.578714842999999,30.11873003,71.72980375,60.11680815,blackgram
43,68,20,7.497469256,29.57812712,69.43895491,66.17587668,blackgram
44,76,22,7.775306272000001,27.26458947,68.91754359,68.01232937,blackgram
34,60,16,7.322555222999999,31.35730791,63.85668948,64.24992106,blackgram
21,72,17,7.580527339,31.52104732,61.71111448,66.55723677,blackgram
25,68,19,7.1084501210000015,29.39982732,67.47677295,64.25510719,blackgram
41,62,15,7.358974541,29.38400259,65.24194361,64.14928485,blackgram
28,65,23,7.405176138,28.38686534,74.24459122,61.88871127,blackgram
35,64,15,6.500144962,28.47442276,69.5274407,63.53604453,blackgram
52,58,16,7.167435834,30.64095781,71.36947525,61.14508627,blackgram
58,75,25,7.261791753,25.25596239,68.64685069,61.36669662,blackgram
34,66,19,7.586642101,32.97030511,73.44678678,60.18122078,blackgram
52,70,16,7.534811832999999,33.66855394,67.32520551,66.60416867,blackgram
23,57,19,7.251000789,32.83963757,73.40452716,67.99803573,blackgram
42,58,25,6.513620917999999,27.45853567,69.46020927,62.90020977,blackgram
37,62,17,7.121254928,25.68576704,74.62068748,69.84354028,blackgram
44,75,22,7.574561547,30.0328403,71.21006868,64.14800537,blackgram
21,80,20,7.350869792,28.20667264,64.32887142,68.27085245,blackgram
56,76,16,7.5131510760000015,28.27265858,63.29900785,61.18956161,blackgram
29,76,15,7.0256077060000015,28.541723600000005,69.68862306,64.2020154,blackgram
43,61,20,6.804253866,26.87187036,63.51822045,61.61367264,blackgram
